RepRapFirmware height map file v2 generated at 2022-04-21 16:53
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
80.00,2040.00,20.00,860.00,-1.00,490.00,210.00,5,5
 -0.630, -1.076, -0.789,  0.049,  1.855
  0.274, -0.590, -0.958, -0.586,  0.791
  1.445, -0.486, -1.726, -2.030, -1.120
 -0.008, -0.608, -1.261, -1.776, -2.236
 -0.397,  0.366,  0.356, -0.114, -2.240
